PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Quantity,Discount Amount,Tax Pct,Tax Amount,Currency,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-04141,14/01/2024,2024,Q1,January,Blanket,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,177,0.0,0,0.0,EUR,5.5,29/02/2024,28/02/2024,-1,Yes,45,Operations,CC-003,Maya Hall,Tom Reynolds,CON-3335,Framework,13/08/2023,23/07/2025,Paid,Paid,3-Way Match,No,No,Yes,International,41.4
PO-04142,01/08/2023,2023,Q3,August,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,35,0.0,20,6147.75,EUR,4.6,23/08/2023,21/09/2023,29,No,51,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-2917,Long-term,18/10/2022,06/06/2023,Paid,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-04144,16/05/2024,2024,Q2,May,Contract,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,57,0.0,5,293.04,USD,5.5,23/06/2024,08/07/2024,15,No,53,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-5705,Framework,31/05/2023,07/04/2024,Paid,Paid,3-Way Match,No,No,Yes,International,41.4
PO-04145,07/02/2022,2022,Q1,February,Contract,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,50,0.0,5,2590.0,GBP,6.0,28/02/2022,27/02/2022,-1,Yes,20,IT,CC-002,Leo Walker,Priya Sharma,CON-8528,Long-term,18/03/2021,08/01/2022,Pending,Paid,3-Way Match,No,No,No,International,41.5
PO-04146,09/12/2022,2022,Q4,December,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,71,215.84,5,97.13,GBP,24.0,03/01/2023,29/12/2022,-5,Yes,20,Marketing,CC-004,Nathan Young,James O'Brien,NO-CONTRACT,Spot,09/12/2022,08/01/2023,Paid,Pending,3-Way Match,No,Yes,No,International,55.1
PO-04147,02/12/2022,2022,Q4,December,Emergency,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,189,0.0,5,34.02,JPY,3.5,03/01/2023,04/01/2023,1,No,33,Finance,CC-001,Alice Johnson,Priya Sharma,NO-CONTRACT,Spot,02/12/2022,01/01/2023,Pending,Overdue,3-Way Match,No,No,No,Local,67.8
PO-04148,20/03/2024,2024,Q1,March,Emergency,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,9,0.0,20,4400.64,EUR,19.5,29/04/2024,27/05/2024,28,No,68,Finance,CC-001,Karen Clark,James O'Brien,CON-1750,Master Supply,03/10/2023,04/01/2026,Paid,Paid,3-Way Match,No,No,No,International,89.1
PO-04149,10/09/2024,2024,Q3,September,Contract,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,65,0.0,5,4140.47,GBP,19.4,22/09/2024,18/09/2024,-4,Yes,8,Marketing,CC-004,Nathan Young,Priya Sharma,CON-9248,Long-term,27/08/2024,21/05/2027,Paid,Overdue,3-Way Match,No,No,No,International,80.5
PO-04151,09/08/2022,2022,Q3,August,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,185,56769.65,20,102185.38,EUR,16.2,04/09/2022,30/08/2022,-5,Yes,21,Marketing,CC-004,Nathan Young,Priya Sharma,NO-CONTRACT,Spot,09/08/2022,08/09/2022,Overdue,Paid,3-Way Match,No,No,No,International,44.8
PO-04152,25/11/2023,2023,Q4,November,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,20,237.67,5,225.79,GBP,7.0,11/12/2023,10/12/2023,-1,Yes,15,IT,CC-002,Bob Smith,Priya Sharma,NO-CONTRACT,Spot,25/11/2023,25/12/2023,Pending,Paid,3-Way Match,No,No,Yes,International,41.4
PO-04153,02/01/2022,2022,Q1,January,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,52,0.0,0,0.0,GBP,10.0,03/03/2022,28/02/2022,-3,Yes,57,Marketing,CC-004,David Lee,Sarah Mitchell,NO-CONTRACT,Spot,02/01/2022,01/02/2022,Disputed,Pending,3-Way Match,No,Yes,No,International,50.9
PO-04154,27/03/2023,2023,Q1,March,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,9,0.0,0,0.0,EUR,5.8,26/05/2023,14/06/2023,19,No,79,IT,CC-002,Bob Smith,James O'Brien,CON-3320,Spot,12/02/2023,06/01/2025,Paid,On Hold,No Match,No,No,Yes,Local,75.2
PO-04155,26/09/2023,2023,Q3,September,Contract,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,130,0.0,20,68731.26,EUR,11.9,23/11/2023,19/11/2023,-4,Yes,54,HR,CC-005,Emma Wilson,Tom Reynolds,CON-1899,Framework,10/02/2023,18/09/2024,Pending,Overdue,2-Way Match,No,No,Yes,International,41.4
PO-04156,15/06/2022,2022,Q2,June,Emergency,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,199,1218.18,5,1157.27,EUR,-22.9,04/07/2022,01/07/2022,-3,Yes,16,Marketing,CC-004,Nathan Young,James O'Brien,NO-CONTRACT,Spot,15/06/2022,15/07/2022,Pending,On Hold,2-Way Match,No,Yes,Yes,International,41.6
PO-04158,12/07/2024,2024,Q3,July,Blanket,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,68,0.0,0,0.0,AUD,10.1,19/08/2024,16/08/2024,-3,Yes,35,Operations,CC-003,Maya Hall,Sarah Mitchell,CON-8247,Framework,30/05/2024,08/07/2025,Pending,Pending,2-Way Match,No,No,Yes,International,41.6
PO-04159,13/03/2022,2022,Q1,March,Contract,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,122,0.0,0,0.0,EUR,11.6,27/03/2022,23/03/2022,-4,Yes,10,HR,CC-005,Olivia King,Tom Reynolds,CON-3719,Master Supply,23/03/2021,17/04/2022,Disputed,Paid,2-Way Match,No,No,No,International,55.1
PO-04160,09/01/2023,2023,Q1,January,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,69,0.0,0,0.0,AUD,11.0,28/01/2023,21/02/2023,24,No,43,Marketing,CC-004,Nathan Young,Tom Reynolds,NO-CONTRACT,Spot,09/01/2023,08/02/2023,Overdue,Paid,3-Way Match,No,Yes,No,International,41.5
PO-04161,19/07/2023,2023,Q3,July,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,35,0.0,20,31209.64,GBP,6.0,20/08/2023,16/08/2023,-4,Yes,28,R&D,CC-008,Henry Martin,Priya Sharma,CON-3509,Master Supply,06/12/2022,07/10/2024,Paid,Overdue,3-Way Match,No,No,Yes,International,41.6
PO-04162,25/03/2024,2024,Q1,March,Standard,Disputed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-31689,Training Material,HR & Training,Training Material,Box,155,0.0,0,0.0,EUR,4.7,15/05/2024,24/05/2024,9,No,60,Legal,CC-007,Grace Taylor,Priya Sharma,CON-6113,Master Supply,08/09/2023,05/04/2026,Disputed,Pending,3-Way Match,No,No,No,International,52.0
PO-04163,06/01/2024,2024,Q1,January,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,122,606.46,5,171.83,GBP,29.5,15/02/2024,14/02/2024,-1,Yes,39,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-2456,Master Supply,05/06/2023,29/07/2024,Overdue,Pending,2-Way Match,No,No,No,Local,67.8
PO-04164,31/12/2023,2023,Q4,December,Emergency,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,143,0.0,5,878.02,USD,6.8,23/02/2024,23/02/2024,0,Yes,54,Operations,CC-003,Clara Davies,James O'Brien,NO-CONTRACT,Spot,31/12/2023,30/01/2024,Pending,Pending,No Match,No,No,No,International,55.1
PO-04165,14/04/2023,2023,Q2,April,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,29,0.0,20,5770.3,GBP,12.9,01/05/2023,13/05/2023,12,No,29,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-2667,Long-term,15/08/2022,31/12/2023,Pending,Overdue,2-Way Match,No,No,Yes,International,41.4
PO-04166,25/07/2023,2023,Q3,July,Blanket,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,7,0.0,0,0.0,GBP,14.2,11/09/2023,07/09/2023,-4,Yes,44,Finance,CC-001,Alice Johnson,Priya Sharma,CON-5226,Long-term,06/03/2023,08/08/2025,Pending,Pending,No Match,No,No,No,International,50.9
PO-04167,09/10/2022,2022,Q4,October,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,91,3362.86,5,3194.72,GBP,7.2,06/12/2022,01/12/2022,-5,Yes,53,Operations,CC-003,Maya Hall,James O'Brien,CON-1463,Spot,24/01/2022,24/10/2024,Paid,Overdue,2-Way Match,No,No,Yes,International,41.6
PO-04170,24/06/2024,2024,Q2,June,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,61,416.48,20,1582.61,GBP,10.8,08/08/2024,07/08/2024,-1,Yes,44,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,24/06/2024,24/07/2024,Paid,Paid,3-Way Match,Yes,Yes,No,International,44.8
PO-04171,08/09/2024,2024,Q3,September,Emergency,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,166,0.0,5,1297.87,GBP,13.2,20/09/2024,16/10/2024,26,No,38,HR,CC-005,Emma Wilson,Priya Sharma,CON-7538,Master Supply,29/05/2024,28/06/2026,Pending,Paid,3-Way Match,No,No,Yes,International,41.6
PO-04173,10/04/2023,2023,Q2,April,Blanket,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,146,0.0,5,8.91,GBP,3.2,21/04/2023,06/05/2023,15,No,26,Legal,CC-007,Grace Taylor,James O'Brien,CON-3272,Framework,08/04/2023,31/05/2024,Pending,Paid,3-Way Match,No,No,Yes,International,41.6
PO-04174,17/08/2022,2022,Q3,August,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,79,0.0,20,2381.22,GBP,7.2,07/10/2022,20/10/2022,13,No,64,Operations,CC-003,Clara Davies,Priya Sharma,NO-CONTRACT,Spot,17/08/2022,16/09/2022,Paid,Pending,3-Way Match,No,No,Yes,International,41.6
PO-04175,13/10/2024,2024,Q4,October,Blanket,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,81,12.8,20,23.04,EUR,16.4,24/11/2024,22/12/2024,28,No,70,Marketing,CC-004,David Lee,Tom Reynolds,CON-2276,Framework,28/11/2023,02/11/2024,Pending,Pending,2-Way Match,Yes,No,No,International,44.8
PO-04176,18/07/2023,2023,Q3,July,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,106,0.0,5,870.52,GBP,-30.6,02/08/2023,01/08/2023,-1,Yes,14,R&D,CC-008,Henry Martin,Priya Sharma,CON-4585,Framework,22/09/2022,05/08/2024,Overdue,Overdue,2-Way Match,No,No,Yes,International,41.6
PO-04178,31/03/2024,2024,Q1,March,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,194,0.0,5,57.52,GBP,7.3,02/05/2024,02/05/2024,0,Yes,32,Marketing,CC-004,David Lee,Priya Sharma,CON-3455,Long-term,27/01/2024,30/05/2025,Paid,Pending,2-Way Match,No,No,No,International,52.0
PO-04179,09/04/2023,2023,Q2,April,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-64827,Print Material,Marketing,Print Material,Box,20,0.0,0,0.0,EUR,6.3,30/05/2023,28/05/2023,-2,Yes,49,HR,CC-005,Olivia King,Lisa Chen,NO-CONTRACT,Spot,09/04/2023,09/05/2023,Paid,Paid,3-Way Match,No,No,No,Local,67.8
PO-04180,26/01/2022,2022,Q1,January,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,72,0.0,0,0.0,EUR,15.9,16/03/2022,15/03/2022,-1,Yes,48,Operations,CC-003,Maya Hall,Tom Reynolds,CON-5856,Framework,17/01/2022,24/05/2023,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-04181,10/03/2024,2024,Q1,March,Contract,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,129,0.0,0,0.0,EUR,7.2,17/04/2024,12/04/2024,-5,Yes,33,Sales,CC-010,Jack Harris,James O'Brien,NO-CONTRACT,Spot,10/03/2024,09/04/2024,Pending,Overdue,3-Way Match,No,No,No,International,89.1
PO-04182,16/02/2023,2023,Q1,February,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,125,0.0,0,0.0,GBP,6.8,21/02/2023,16/02/2023,-5,Yes,0,Operations,CC-003,Clara Davies,Lisa Chen,CON-2722,Framework,19/01/2023,06/01/2026,Paid,On Hold,3-Way Match,Yes,No,No,International,75.7
PO-04183,03/09/2024,2024,Q3,September,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,19,0.0,20,282.34,JPY,15.1,19/10/2024,31/10/2024,12,No,58,Marketing,CC-004,David Lee,James O'Brien,CON-1549,Spot,23/07/2024,12/12/2025,Paid,On Hold,2-Way Match,No,No,No,International,89.1
PO-04184,18/11/2023,2023,Q4,November,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,153,0.0,5,5691.98,GBP,-27.1,06/01/2024,09/01/2024,3,No,52,HR,CC-005,Emma Wilson,Lisa Chen,CON-9863,Spot,05/10/2023,03/01/2025,Paid,Pending,3-Way Match,No,No,Yes,Local,75.2
PO-04185,11/05/2024,2024,Q2,May,Blanket,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,22,97.16,20,369.22,GBP,17.0,01/06/2024,02/06/2024,1,No,22,Operations,CC-003,Maya Hall,Sarah Mitchell,NO-CONTRACT,Spot,11/05/2024,10/06/2024,Pending,Pending,No Match,Yes,No,No,International,44.8
PO-04186,06/08/2022,2022,Q3,August,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,27,331.67,5,149.25,EUR,23.1,18/08/2022,15/08/2022,-3,Yes,9,Finance,CC-001,Alice Johnson,Lisa Chen,NO-CONTRACT,Spot,06/08/2022,05/09/2022,Pending,Pending,2-Way Match,No,No,No,International,50.9
PO-04189,23/06/2022,2022,Q2,June,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,158,0.0,0,0.0,JPY,-12.1,21/07/2022,20/07/2022,-1,Yes,27,Facilities,CC-009,Isla White,Sarah Mitchell,NO-CONTRACT,Spot,23/06/2022,23/07/2022,Overdue,On Hold,2-Way Match,No,No,No,Local,67.8
PO-04190,27/04/2024,2024,Q2,April,Standard,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,12,0.0,20,2636.14,JPY,2.2,18/05/2024,14/05/2024,-4,Yes,17,Marketing,CC-004,Nathan Young,James O'Brien,CON-9211,Long-term,19/11/2023,21/09/2024,Overdue,Pending,2-Way Match,No,No,No,International,89.1
PO-04191,21/03/2024,2024,Q1,March,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,183,0.0,0,0.0,EUR,-13.9,06/04/2024,05/04/2024,-1,Yes,15,R&D,CC-008,Henry Martin,Priya Sharma,NO-CONTRACT,Spot,21/03/2024,20/04/2024,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-04192,09/09/2024,2024,Q3,September,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-13249,Laptop,IT Hardware,Laptop,EA,195,0.0,20,43453.02,USD,13.9,07/10/2024,07/10/2024,0,Yes,28,Operations,CC-003,Clara Davies,James O'Brien,CON-6614,Spot,27/05/2024,05/11/2026,Paid,Paid,3-Way Match,No,No,No,International,52.0
PO-04193,15/09/2024,2024,Q3,September,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,7,0.0,0,0.0,USD,15.7,12/10/2024,02/11/2024,21,No,48,HR,CC-005,Olivia King,Tom Reynolds,NO-CONTRACT,Spot,15/09/2024,15/10/2024,Paid,Paid,No Match,No,No,No,Local,67.8
PO-04194,28/06/2023,2023,Q2,June,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,174,0.0,5,63.68,GBP,-24.5,30/07/2023,26/07/2023,-4,Yes,28,Marketing,CC-004,Nathan Young,Lisa Chen,CON-1676,Long-term,16/04/2023,30/07/2025,Pending,Paid,3-Way Match,No,No,No,International,63.2
PO-04195,11/08/2022,2022,Q3,August,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,67,8528.43,0,0.0,GBP,23.0,03/10/2022,03/10/2022,0,Yes,53,IT,CC-002,Bob Smith,Tom Reynolds,CON-1984,Spot,21/07/2022,10/04/2024,Paid,Overdue,3-Way Match,No,Yes,No,International,41.5
PO-04196,20/05/2023,2023,Q2,May,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,124,0.0,5,361.03,GBP,7.6,07/07/2023,05/07/2023,-2,Yes,46,IT,CC-002,Bob Smith,Tom Reynolds,CON-9480,Long-term,21/03/2023,19/11/2025,Pending,Paid,No Match,Yes,No,No,International,52.0
PO-04197,15/08/2022,2022,Q3,August,Blanket,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,116,0.0,0,0.0,USD,8.3,22/08/2022,09/09/2022,18,No,25,Sales,CC-010,Jack Harris,James O'Brien,CON-8480,Framework,30/04/2022,30/10/2024,Pending,Paid,2-Way Match,No,No,Yes,International,77.2
PO-04198,01/02/2024,2024,Q1,February,Blanket,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,11,983.81,5,934.62,EUR,12.4,24/02/2024,20/02/2024,-4,Yes,19,Finance,CC-001,Karen Clark,Priya Sharma,CON-2388,Framework,11/08/2023,25/05/2025,Pending,Pending,2-Way Match,No,No,No,International,89.1
PO-04199,24/06/2022,2022,Q2,June,Emergency,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,123,0.0,0,0.0,GBP,12.2,06/08/2022,05/08/2022,-1,Yes,42,HR,CC-005,Olivia King,Priya Sharma,NO-CONTRACT,Spot,24/06/2022,24/07/2022,Overdue,Pending,3-Way Match,No,Yes,No,International,80.5
PO-04200,01/08/2024,2024,Q3,August,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,100,0.0,0,0.0,GBP,-6.9,08/09/2024,07/09/2024,-1,Yes,37,Legal,CC-007,Grace Taylor,Lisa Chen,CON-4895,Framework,21/12/2023,20/10/2025,Paid,Paid,3-Way Match,No,Yes,Yes,Local,75.2
PO-04201,25/11/2022,2022,Q4,November,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,42,0.0,0,0.0,USD,18.3,27/12/2022,27/12/2022,0,Yes,32,HR,CC-005,Olivia King,Lisa Chen,CON-5933,Spot,27/05/2022,29/07/2023,Paid,Paid,3-Way Match,No,No,No,International,89.1
PO-04202,27/02/2023,2023,Q1,February,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,124,0.0,20,169.14,EUR,18.9,08/04/2023,25/04/2023,17,No,57,R&D,CC-008,Henry Martin,James O'Brien,CON-5010,Framework,01/06/2022,04/04/2024,Paid,Overdue,2-Way Match,No,Yes,No,International,63.2
PO-04203,15/01/2023,2023,Q1,January,Blanket,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,173,0.0,0,0.0,GBP,18.9,25/01/2023,21/01/2023,-4,Yes,6,Finance,CC-001,Alice Johnson,Lisa Chen,CON-3771,Long-term,31/12/2022,27/11/2023,Pending,Overdue,2-Way Match,No,No,No,International,50.9
PO-04204,16/10/2024,2024,Q4,October,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,129,0.0,20,292.57,GBP,16.4,30/10/2024,25/10/2024,-5,Yes,9,IT,CC-002,Bob Smith,Priya Sharma,NO-CONTRACT,Spot,16/10/2024,15/11/2024,Overdue,Paid,3-Way Match,No,Yes,No,International,55.1
PO-04205,09/10/2024,2024,Q4,October,Blanket,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,28,24.82,20,94.32,GBP,-17.5,30/10/2024,31/10/2024,1,No,22,HR,CC-005,Emma Wilson,Priya Sharma,CON-4376,Long-term,21/03/2024,18/11/2024,Pending,Pending,2-Way Match,No,No,Yes,International,52.3
PO-04206,06/05/2023,2023,Q2,May,Standard,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,108,160725.28,0,0.0,GBP,13.6,23/05/2023,21/05/2023,-2,Yes,15,Finance,CC-001,Alice Johnson,Tom Reynolds,NO-CONTRACT,Spot,06/05/2023,05/06/2023,Pending,Pending,2-Way Match,No,No,No,International,89.1
PO-04207,03/08/2024,2024,Q3,August,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,111,0.0,0,0.0,JPY,11.0,14/08/2024,29/08/2024,15,No,26,Legal,CC-007,Grace Taylor,Sarah Mitchell,CON-5588,Long-term,21/04/2024,21/01/2025,Overdue,Overdue,3-Way Match,No,No,No,International,41.5
